stars,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,DogsAllowed,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WiFi
3.719298246,1,1,1,1,-1,1,-1,1,-1,-1,1,2,-1,0,1,2
4.413333333,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,2
2.862745098,0,-1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
2.882352941,0,-1,0,0,0,1,-1,1,1,1,1,2,1,1,1,-1
3,2,1,0,1,0,-1,1,-2,1,-1,1,2,1,1,1,2
3.428571429,0,0,0,0,0,-1,1,0,0,-1,-1,2,-1,0,1,2
4,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,0,2
3.913978495,2,-1,1,1,0,1,1,1,-1,1,-1,1,-1,0,1,2
4,0,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,-1
3.832,2,1,1,1,0,-1,1,-1,1,-1,1,2,-1,1,1,2
4.164835165,1,0,1,1,0,1,-1,1,-1,1,1,2,1,0,1,2
3.444444444,0,0,1,1,0,1,0,0,1,-1,1,1,-1,0,1,0
4.196428571,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.8,0,0,1,0,0,1,0,1,-1,0,1,1,-1,0,1,-1
4,0,0,0,0,0,1,0,0,0,0,-1,0,-1,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3.090909091,0,-1,0,0,0,1,1,1,-1,-1,1,2,-1,0,-1,0
3.811594203,2,1,0,1,1,-1,-1,-1,-1,-1,1,2,-1,1,1,2
3.458333333,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.333333333,0,1,-1,0,0,1,0,0,-1,-1,1,1,-1,0,1,2
3.7,2,1,1,1,0,-1,1,-1,1,-1,1,2,-1,1,1,2
4.285714286,2,1,1,1,-1,1,1,1,-1,-1,1,2,1,1,1,2
3.406779661,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
2.97761194,0,-1,1,1,0,1,-1,1,1,-1,1,2,-1,-1,1,2
4.123287671,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.333333333,0,0,0,0,0,1,0,1,0,-1,-1,2,-1,0,1,0
2.75,0,-1,0,0,0,1,1,2,-1,-1,-1,1,-1,0,1,-1
4.083333333,0,1,1,0,0,1,1,2,-1,-1,1,1,1,0,1,-1
2.08,2,0,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
4.306569343,0,1,1,1,0,1,-1,2,1,-1,1,1,-1,-1,1,2
2.75,0,1,1,0,0,1,-1,1,1,1,1,2,-1,0,1,2
3.865168539,0,1,1,1,0,1,-1,2,1,1,1,1,-1,0,1,2
3.285714286,0,1,1,0,0,1,-1,2,1,1,1,1,-1,1,1,-1
4.139784946,0,1,1,1,0,1,1,2,1,1,1,1,-1,0,1,2
4.0625,0,1,0,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.697674419,2,1,1,1,0,1,1,-1,1,-1,1,1,-1,0,1,2
2.794117647,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,-1
2.666666667,0,0,0,0,0,1,0,0,0,-1,1,1,-1,0,1,0
4.447368421,2,-1,1,1,0,-1,-1,1,1,-1,-1,3,1,0,-1,-1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.515151515,0,1,1,0,0,1,-1,1,1,-1,-1,1,-1,1,1,2
3.597122302,2,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3.685714286,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,-1
3.719008264,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
4.519061584,0,1,1,1,0,1,-1,1,-1,-1,1,1,1,0,1,2
4.25,0,1,1,0,0,1,1,0,-1,-1,1,2,-1,1,1,2
3.1875,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.72,2,-1,1,1,0,1,1,1,1,-1,1,2,-1,0,-1,-1
3.34501845,2,1,1,1,-1,1,1,1,1,-1,1,2,1,0,1,-1
3.583333333,2,1,1,1,0,-1,1,1,-1,-1,1,2,-1,0,1,2
4.8,1,0,0,0,0,1,-1,2,1,0,1,2,1,1,0,0
3.540322581,2,1,0,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
4.086538462,0,1,1,1,0,1,1,2,1,-1,1,2,-1,1,1,-1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.25,1,1,0,1,-1,1,-1,2,1,-1,1,2,-1,1,1,2
2.75,0,0,0,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,2
2.5,0,0,1,0,0,-1,1,0,1,-1,-1,1,0,0,1,0
3.211480363,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
3.75,0,0,1,0,0,1,-1,2,0,-1,1,2,-1,-1,1,-1
3.6,0,-1,0,0,0,1,-1,1,-1,-1,1,2,1,1,1,2
2.848484848,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
3.266666667,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
2.56097561,0,1,1,1,0,1,-1,2,1,-1,1,1,-1,0,1,2
4,1,1,0,1,-1,-1,1,1,-1,-1,1,2,-1,-1,1,2
3.468468468,2,1,0,1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
2.8,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
2.285714286,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.740740741,2,1,0,1,0,1,1,1,-1,-1,1,2,1,0,1,2
3.91944587,2,1,1,1,-1,1,1,1,-1,-1,1,2,-1,0,1,-1
4.531531532,0,1,1,1,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1
3.533898305,2,1,1,1,0,1,-1,1,1,1,1,2,1,1,1,-1
3.578947368,0,1,1,1,-1,-1,1,-1,1,1,1,2,1,1,1,2
3.458333333,2,1,0,1,0,1,1,1,1,-1,1,2,-1,0,1,2
3.857142857,0,0,0,0,0,-1,0,0,0,0,-1,2,-1,0,1,0
3.898387097,2,1,1,1,0,1,1,1,-1,-1,1,2,-1,0,1,2
3.96,2,1,1,0,0,1,1,1,1,-1,1,1,-1,0,1,-1
3.058394161,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.249122807,0,1,0,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,2
3.620155039,0,1,0,1,0,1,1,1,-1,-1,1,2,-1,0,1,-1
3.204081633,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3,0,1,0,0,0,1,-1,1,-1,0,1,1,1,0,1,-1
4.244186047,2,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,2
2.6,1,-1,1,0,0,-1,1,1,-1,-1,1,1,-1,1,1,-1
3.864788732,2,1,0,1,0,-1,-1,1,-1,-1,1,2,1,1,-1,-1
3.466666667,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,-1
3.801136364,0,1,1,1,-1,1,1,1,-1,1,1,2,-1,-1,1,2
2.934782609,2,-1,1,1,0,1,1,1,-1,-1,1,2,-1,0,1,-1
2.833333333,0,0,0,0,0,1,0,1,-1,0,-1,2,-1,1,1,0
2.70212766,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.216216216,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,2
3.714285714,0,1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,2
4,0,1,1,1,-1,0,-1,0,1,-1,0,1,1,1,1,2
4.138075314,1,1,1,1,0,1,-1,1,1,1,1,2,1,0,1,2
3.624309392,2,1,1,1,0,-1,1,-1,1,-1,1,2,1,0,1,-1
4.666666667,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,-1,1,2
3.506097561,0,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,1,-1
3.666666667,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0
3.918067227,0,1,1,0,0,1,-1,1,1,-1,1,1,-1,1,1,-1
3.333333333,2,-1,0,1,0,1,-1,0,-1,-1,1,2,1,1,1,2
4.217391304,0,1,1,1,0,1,-1,1,1,-1,-1,2,-1,0,1,2
4.142857143,2,-1,0,1,0,1,-1,1,1,-1,1,3,1,1,-1,2
4.12195122,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
2.981132075,0,-1,1,1,0,1,1,2,-1,1,1,1,1,1,1,2
3.440860215,2,1,1,1,-1,1,-1,1,-1,1,-1,2,1,1,1,-1
3.923627685,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
3.811320755,2,1,0,1,-1,1,1,1,-1,-1,1,2,-1,1,1,2
2.65,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.75,2,1,0,1,-1,0,1,-1,1,-1,1,2,1,1,1,2
3.738317757,2,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,2
1.8,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
4.090909091,0,1,0,0,-1,1,-1,1,1,1,1,2,1,1,1,2
3.203045685,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
1.666666667,0,1,0,0,0,1,-1,0,-1,-1,-1,1,-1,-1,1,2
3.8,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2
3.707317073,2,-1,0,1,0,-1,-1,-1,-1,-1,1,3,1,1,-1,-1
3.985257985,2,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,2
3.357142857,1,1,0,0,0,1,-1,-1,-1,1,1,2,-1,-1,1,0
3.581818182,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,2
3.643243243,0,-1,1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1
2.833333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3.307336418,2,-1,1,1,0,-1,1,1,1,-1,1,2,1,1,1,2
4,0,-1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,2
2.1,0,1,1,0,0,1,1,1,-1,-1,1,2,-1,0,1,0
3.767857143,0,-1,1,1,0,1,-1,1,1,-1,-1,2,-1,0,1,2
3.752475248,2,1,1,1,-1,-1,-1,1,1,-1,1,2,1,1,1,2
4.10802775,2,1,1,1,0,1,1,1,1,-1,1,2,-1,0,1,2
3.75,0,1,0,0,0,1,-1,0,0,1,1,3,1,0,1,0
3.8875,2,1,1,1,0,1,1,1,1,-1,1,2,-1,1,1,2
2.142857143,0,1,1,0,0,1,-1,1,-1,-1,1,2,-1,0,1,2
3.243243243,0,-1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
2.148148148,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
2.75,0,1,1,0,0,1,-1,2,-1,-1,1,1,-1,0,1,-1
3.267857143,0,1,0,0,0,1,1,2,-1,-1,1,2,-1,0,1,0
3.1,1,1,0,0,0,1,-1,1,-1,-1,1,2,1,0,1,2
3.5,0,0,1,0,0,-1,0,0,0,-1,-1,1,-1,0,1,0
2.625,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.285714286,1,1,1,1,0,1,1,1,-1,-1,1,1,1,0,1,2
3.163934426,2,1,0,1,0,1,1,1,1,-1,1,2,1,0,1,2
5,0,1,1,1,-1,0,1,0,1,-1,0,0,-1,-1,1,2
4,1,1,0,1,0,1,1,1,-1,-1,1,2,-1,0,1,-1
3.19047619,2,1,0,1,-1,1,1,0,1,-1,1,2,1,1,1,2
3.380952381,2,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,-1
2.125,2,0,0,0,0,1,-1,-1,-1,-1,1,2,1,0,-1,-1
3.66,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3.971428571,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,2
3.793103448,2,-1,0,1,-1,1,-1,2,-1,-1,1,3,1,1,1,2
2.333333333,0,0,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
3.428571429,2,-1,0,1,0,1,1,1,-1,-1,1,3,1,1,1,2
2.787878788,1,1,0,1,0,1,-1,1,-1,-1,1,2,1,1,1,2
3.125,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,0
3.230769231,0,1,1,0,0,1,1,-2,1,-1,-1,1,-1,1,1,0
3.4,0,0,1,0,0,1,0,0,-1,-1,1,1,-1,0,1,2
3,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
2.666666667,0,0,1,0,0,1,0,0,1,-1,1,1,-1,0,1,0
2.351648352,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
3.564102564,2,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,2
3.666666667,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0
3.688172043,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,2
3.542510121,1,1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.352941176,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2
2.744186047,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.409090909,0,1,1,1,0,1,-1,2,1,-1,-1,1,-1,-1,1,-1
3.586206897,0,-1,1,1,0,1,1,0,-1,-1,1,1,-1,0,1,-1
3.076923077,0,1,0,0,0,1,1,0,1,-1,1,3,1,0,1,1
1.8,0,1,1,0,0,1,0,0,0,-1,1,1,-1,0,1,0
3.894736842,0,0,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,2
2.285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.291666667,1,0,1,1,0,1,-1,2,-1,-1,1,1,1,1,1,-1
3.692307692,2,1,0,1,0,1,1,1,1,-1,1,2,1,1,1,-1
3.8,0,1,1,0,0,1,1,2,1,1,1,1,-1,0,1,2
3.668965517,2,1,1,1,0,1,1,1,-1,1,1,2,-1,0,1,-1
3.6,0,1,1,0,0,1,1,0,-1,-1,1,2,-1,0,1,2
4.149006623,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3.333333333,0,1,1,1,-1,1,1,1,1,-1,1,1,-1,0,1,-1
1.5,0,1,1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,0
3.285714286,0,0,0,0,0,1,0,0,0,0,1,2,-1,0,1,0
3.72327044,2,-1,1,1,0,-1,1,1,1,-1,1,2,1,0,1,2
3.571428571,0,1,1,0,0,1,-1,1,-1,-1,1,2,-1,-1,1,2
4.209876543,2,1,0,1,0,-1,1,1,1,1,1,2,1,1,1,2
2.857142857,0,0,0,0,0,1,1,0,-1,-1,1,2,1,0,1,0
4.365853659,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
2.583333333,0,1,1,1,0,1,-1,1,1,1,1,2,-1,0,1,2
2.356435644,2,-1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
3.584683358,2,1,1,1,0,1,1,1,1,-1,1,2,1,1,1,-1
4.362118126,2,-1,1,1,0,1,1,1,1,-1,1,2,1,1,1,2
3.206896552,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
4.692307692,0,-1,1,0,0,0,0,0,-1,0,0,1,0,0,1,-1
3.604278075,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2
4.131396957,2,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
3.666666667,1,1,0,1,0,-1,-1,1,1,-1,1,1,-1,0,1,2
3.473684211,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,-1
3.590909091,2,1,0,1,0,-1,1,1,1,0,1,2,1,0,0,0
4.206896552,2,1,0,1,0,1,1,2,-1,-1,1,1,1,1,1,2
4.181818182,0,-1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3.52173913,0,-1,1,1,0,1,1,2,-1,-1,1,1,-1,1,1,-1
4.461538462,0,1,1,0,0,1,1,1,1,1,1,1,-1,-1,1,2
3.319095477,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3,0,0,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0
2.755102041,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
3.6,2,1,1,1,0,-1,-1,2,1,-1,1,2,1,1,-1,2
2.818181818,2,1,0,1,-1,-1,1,-2,1,1,1,2,1,1,1,2
4.310810811,0,1,1,0,0,1,-1,1,1,-1,-1,1,-1,1,1,-1
3.444444444,2,1,0,1,0,1,1,1,1,-1,1,2,-1,0,1,-1
3.5,0,1,0,0,0,1,0,0,-1,-1,1,1,-1,0,1,2
3.454545455,2,1,0,0,-1,1,1,2,1,-1,1,2,1,1,1,-1
3.945054945,2,1,1,1,0,-1,1,0,-1,-1,1,2,-1,1,1,2
4.078947368,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,1,2
3.506666667,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.619469027,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,2
3.611111111,2,1,0,1,-1,1,1,2,1,-1,1,2,1,1,1,2
3.428571429,0,1,1,0,0,1,1,1,1,-1,1,1,-1,-1,1,-1
3,0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0
4.038461538,0,1,1,1,0,1,-1,2,-1,-1,1,1,1,0,1,2
4.189020153,2,1,1,1,0,1,1,1,1,-1,1,2,-1,0,-1,-1
3.75,0,0,0,0,0,-1,-1,1,1,-1,1,3,0,1,-1,0
3.5625,0,1,0,0,0,-1,-1,0,-1,-1,1,2,-1,0,1,2
3.363636364,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.1,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,2
2.935897436,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,1,2
4.178125,0,-1,1,0,0,1,-1,1,1,-1,1,2,-1,1,1,-1
2.863636364,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
3.342465753,0,1,0,1,0,1,-1,1,1,-1,1,2,-1,1,1,2
3.243902439,2,1,1,0,0,1,1,2,-1,1,1,1,-1,0,1,-1
2.666666667,1,1,0,1,0,1,1,1,-1,-1,1,2,-1,0,1,2
4,2,0,1,0,0,-1,0,0,1,-1,1,0,0,0,0,0
3.683333333,0,1,1,1,0,1,-1,1,1,1,-1,1,-1,0,1,2
2.423076923,0,0,1,1,0,1,1,0,-1,-1,1,1,-1,0,1,0
2.883211679,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,-1,1,-1
3.95,2,1,1,1,0,-1,1,-2,1,-1,1,2,1,1,1,2
4.222222222,0,0,1,0,0,1,-1,2,-1,0,1,1,-1,0,1,-1
3.181818182,1,1,0,1,0,1,-1,1,1,-1,-1,2,1,0,1,2
4.564516129,0,0,1,1,0,1,1,0,-1,-1,1,1,-1,0,1,0
3.886792453,0,1,0,1,-1,1,-1,2,-1,-1,1,2,1,1,1,2
4,0,1,1,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,2
4.272727273,0,0,1,0,0,1,1,0,-1,1,1,2,1,1,1,2
3,0,1,1,0,0,1,1,0,0,1,1,1,-1,0,1,2
3.195121951,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,-1
4.666666667,0,0,0,0,0,1,0,1,0,0,-1,1,-1,0,1,2
4.181818182,0,1,1,1,0,1,-1,2,-1,-1,-1,2,-1,0,1,0
2.464285714,0,1,0,0,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.057142857,0,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,2
2.759493671,0,1,1,0,0,1,-1,-1,1,-1,1,1,-1,0,1,2
3.8875,0,1,1,1,0,1,-1,0,-1,1,1,2,-1,0,1,-1
2.125,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0
2.777777778,2,0,1,1,0,1,-1,2,-1,-1,1,2,-1,1,1,-1
4.242616034,2,-1,1,1,0,-1,1,1,-1,-1,1,3,1,0,1,-1
3.833675565,1,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
4.1,0,0,1,0,0,1,1,1,1,-1,-1,1,-1,0,1,0
3.933497537,0,1,1,1,0,1,1,1,-1,-1,1,2,1,0,1,-1
3.6,1,1,1,1,0,1,1,0,1,1,-1,1,-1,0,1,2
2.714285714,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
3.222222222,0,-1,1,1,0,1,1,1,-1,-1,1,1,-1,1,1,2
2.4,2,1,1,1,0,-1,1,2,-1,-1,1,1,-1,0,1,-1
2.656565657,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,-1
3.807692308,2,1,1,1,-1,1,-1,1,1,-1,1,2,1,1,1,-1
4,0,0,-1,0,0,1,0,0,0,-1,0,1,-1,0,1,0
2.9,0,-1,1,0,0,1,1,1,-1,-1,1,1,-1,0,1,2
3.090909091,0,1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1
4.422110553,2,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,2
3.714285714,2,1,1,1,0,1,1,-1,-1,-1,1,2,1,1,1,2
1.846153846,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,2
2.692307692,0,1,1,0,0,1,1,2,1,-1,1,2,-1,0,1,2
3.714285714,0,1,0,1,0,1,-1,1,1,-1,1,2,1,0,-1,-1
2.855769231,0,1,1,1,0,1,-1,1,-1,-1,1,2,-1,0,1,2
4.15,0,1,0,1,0,1,-1,1,1,-1,1,2,1,0,-1,-1
3.774193548,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,2
3.769230769,0,0,0,0,0,1,-1,1,1,0,1,2,0,0,1,0
3.947368421,0,1,1,0,0,1,1,1,1,1,1,1,-1,0,1,2
3.333333333,0,0,0,0,0,1,0,0,0,-1,1,2,1,0,1,2
2.965517241,0,1,1,1,0,1,1,1,1,-1,1,1,-1,0,1,2
3.683544304,2,1,0,1,0,1,1,-2,1,-1,1,3,1,1,1,2
3.466666667,0,0,0,1,0,1,1,2,-1,1,1,1,-1,0,1,2
4.393939394,2,1,0,0,0,1,-1,2,-1,-1,1,2,1,1,1,2
4.6,0,1,0,0,0,1,0,0,0,-1,1,1,-1,0,1,0
3.858458961,2,1,1,1,0,-1,-1,1,1,-1,1,2,1,0,1,2
3.564102564,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,-1
2.052631579,0,1,1,0,0,1,-1,-1,-1,-1,1,2,-1,0,1,-1
4,0,0,0,0,0,1,0,2,-1,-1,0,0,1,0,0,0
1.823529412,2,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2
4.206896552,1,1,1,1,-1,1,-1,1,1,1,1,2,-1,-1,1,2
3.818181818,0,1,-1,1,0,1,-1,1,1,-1,-1,1,-1,0,1,-1
4.083333333,2,1,0,1,0,0,-1,-1,-1,0,1,1,0,0,0,0
2.647058824,0,-1,1,0,0,1,-1,0,1,-1,1,0,-1,0,1,0
4.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3.684415584,0,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,1,-1
4.307692308,0,1,1,1,0,1,-1,0,1,-1,1,1,-1,0,1,2
2.769230769,0,1,1,0,0,1,1,1,1,-1,1,1,-1,1,1,2
3.892116183,2,1,1,1,0,1,1,1,1,-1,1,2,1,0,1,2
2.37037037,0,1,1,0,0,1,-1,2,1,-1,1,1,-1,0,1,2
4.648648649,0,1,1,1,0,1,-1,0,-1,-1,-1,1,-1,-1,1,2
4.41509434,0,1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1
3.146067416,2,0,0,1,0,1,-1,1,-1,-1,1,2,1,0,1,-1
4.117647059,0,1,0,0,0,1,-1,2,-1,1,1,2,1,-1,1,-1
2.960264901,2,-1,1,1,0,1,-1,1,1,-1,1,2,1,0,1,2
4.611111111,0,1,1,1,0,1,-1,2,1,-1,-1,1,-1,1,1,2
2.4,1,0,0,0,0,-1,1,2,1,-1,1,2,-1,0,-1,-1
3.948051948,1,1,0,1,0,1,-1,1,1,-1,1,2,1,1,1,2
3.785714286,2,0,0,1,0,-1,0,1,1,1,1,2,1,0,1,0
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.303571429,2,1,1,1,0,1,1,1,1,-1,1,1,1,0,1,-1
3.692307692,2,1,0,1,0,1,-1,1,-1,-1,1,2,1,0,1,2
4.875,0,0,1,0,0,1,0,0,0,-1,1,1,-1,0,1,0
4.213114754,2,-1,0,1,0,1,-1,1,-1,-1,1,2,-1,1,1,2
4.405660377,0,1,0,1,-1,0,0,0,1,0,0,2,0,0,1,-1
3.677130045,2,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,-1
3.909090909,2,1,0,1,0,0,-1,0,1,-1,1,0,1,1,1,2
3,1,1,1,1,0,1,-1,1,-1,-1,1,2,1,0,1,-1
3.939393939,2,1,0,1,-1,-1,1,1,-1,-1,1,3,1,1,-1,2
4.087719298,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2
2.571428571,0,0,0,0,0,1,0,0,-1,-1,1,1,-1,0,1,0
2.25,0,1,1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,2
4.526315789,0,1,1,0,0,1,-1,2,1,1,1,1,1,1,1,2
4.224832215,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,0,1,2
4.457627119,1,1,0,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,2
4.151245552,0,1,1,1,0,1,-1,1,1,-1,1,2,-1,1,1,-1
4.055555556,0,1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,1,2
3.605504587,1,1,1,1,0,1,1,2,-1,-1,1,1,-1,0,1,-1
3.6875,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
2.833333333,0,0,0,0,0,1,1,1,-1,1,1,2,-1,0,1,0
3.333333333,0,0,-1,1,0,-1,-1,2,1,-1,-1,1,-1,0,-1,0
3.886462882,0,1,1,1,0,1,1,1,1,-1,-1,2,-1,0,1,2
4.025974026,2,0,1,1,0,1,-1,1,1,0,1,2,1,0,1,2
2.947368421,0,-1,1,0,0,1,-1,-1,-1,-1,1,2,-1,0,1,-1
2.8,0,-1,0,0,0,1,-1,1,1,-1,1,2,1,0,-1,-1
3.963636364,0,-1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,-1
4.223684211,0,1,0,1,0,1,-1,2,-1,-1,-1,1,-1,0,1,2
4.377176015,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,2
4.515037594,0,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.766666667,0,1,1,0,1,1,-1,0,1,1,1,1,-1,1,1,-1
3.719178082,2,1,1,1,-1,1,1,1,1,-1,1,2,1,1,1,2
4.411764706,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,1,-1,-1,1,-1,0,1,0
4.222222222,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,0,1,0
4.318181818,2,1,1,1,-1,-1,1,1,-1,-1,1,2,1,1,1,2
4.019002375,2,1,1,1,1,-1,1,1,1,-1,1,2,1,1,1,2
2.952380952,0,1,1,1,0,1,1,2,1,-1,1,1,-1,0,1,-1
3.664233577,0,1,1,0,0,1,-1,1,1,-1,1,2,1,1,1,2
